SITE_NUM,Unit,LimitL,LimitU,,No_21,No_22,No_23,No_24,No_25,No_26,No_27,No_28,No_29,No_30,No_31,No_32,No_33,No_34,No_35,No_36,No_37,No_38,No_39,No_21,No_22,No_23,No_24,No_25,No_26,No_27,No_28,No_29,No_30,No_31,No_32,No_33,No_34,No_35,No_36,No_37,No_38,No_39,
PART_ID,,,,,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,
PASSFG,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,
SOFT_BIN,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,
T_TIME,ms,,,,25880,25840,25838,25907,25883,25813,25830,25872,25855,25837,25889,25898,25864,25838,25812,25836,25864,25898,25839,25528,25528,25528,25528,25528,25528,25528,25528,25529,25528,25529,25528,25528,25527,25528,25530,25528,25528,25529,
BIAS_16UA_ALL_RESULTS5,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.069132,-0.392721,-0.474145,-0.209870,-0.005818,-0.326416,-0.451583,-0.434509,-0.466826,-0.192875,-0.375050,-0.488435,-0.378303,-0.132588,-0.561325,-0.513689,-0.430886,-0.340307,-0.317266,
BIAS_16UA_ALL_RESULTS6,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038736,-0.445505,-0.310592,-0.119956,0.100469,-0.369851,-0.580886,-0.466469,-0.510233,-0.245031,-0.338927,-0.432503,-0.261780,-0.105257,-0.495743,-0.454250,-0.337147,-0.369636,-0.272058,
BIAS_16UA_ALL_RESULTS7,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.031829,-0.419888,-0.421529,-0.131096,-0.064312,-0.382749,-0.512171,-0.517341,-0.576198,0.000000,-0.352753,-0.477575,-0.376017,-0.148762,-0.518162,-0.500678,-0.388608,-0.315245,-0.297009,
BIAS_16UA_ALL_RESULTS8,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066517,-0.389048,-0.371269,-0.090964,-0.097888,-0.431550,-0.335690,-0.568759,-0.508721,-0.121630,-0.263403,-0.405934,-0.287998,-0.081976,-0.533559,-0.606212,-0.338757,-0.313589,-0.305268,
BIAS_16UA_ALL_RESULTS9,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011289,-0.562417,-0.574463,-0.223864,-0.162658,-0.514933,-0.389729,-0.444546,-0.547275,-0.157764,-0.380272,-0.585441,-0.232507,-0.046361,-0.574648,-0.708104,-0.421029,-0.398406,-0.429752,
BIAS_16UA_ALL_RESULTS10,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010445,-0.426396,-0.391017,-0.320579,-0.032089,-0.604006,-0.537861,-0.535546,-0.570690,-0.083394,-0.385192,-0.420858,-0.316650,-0.085782,-0.653866,-0.517117,-0.452870,-0.460076,-0.365334,
BIAS_16UA_ALL_RESULTS11,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.019331,-0.531814,-0.427867,-0.173327,-0.059547,-0.542942,-0.491159,-0.468933,-0.509389,-0.077996,-0.417371,-0.513796,-0.267584,-0.069279,-0.693842,-0.599497,-0.423020,-0.525461,-0.206845,
BIAS_16UA_ALL_RESULTS12,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.081463,-0.380464,-0.416956,-0.170879,-0.064671,-0.499214,-0.530892,-0.501002,-0.578574,-0.127365,-0.288937,-0.579736,-0.303138,-0.083318,-0.467963,-0.439856,-0.349779,-0.330357,-0.455063,
BIAS_16UA_ALL_RESULTS13,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.598553,-0.412405,-0.185138,-0.095503,-0.416594,-0.435414,-0.506438,-0.484325,-0.085092,-0.329546,-0.425852,-0.426528,-0.154586,-0.662814,-0.557197,-0.439239,-0.382887,-0.441851,
BIAS_16UA_ALL_RESULTS14,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.105118,-0.476674,-0.442512,-0.182453,0.024480,-0.597528,-0.409310,-0.595382,-0.522518,-0.264106,-0.401639,-0.489306,-0.424929,-0.105460,-0.590771,-0.609660,-0.373528,-0.313406,-0.313112,
BIAS_16UA_ALL_RESULTS15,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.053301,-0.401099,-0.439174,-0.292463,-0.007702,-0.526479,-0.486064,-0.602088,-0.484943,-0.144729,-0.278746,-0.387135,-0.231810,-0.129642,-0.595642,-0.638954,-0.415640,-0.438531,-0.361304,
BIAS_16UA_ALL_RESULTS16,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.028885,-0.526168,-0.395531,-0.241752,-0.072770,-0.448628,-0.366748,-0.498087,-0.637651,-0.259366,-0.390222,-0.467025,-0.297303,-0.246002,-0.606580,-0.582635,-0.394333,-0.415727,-0.334728,
HIGH_CM_CS_AMPLIFER_TARGET,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
HIGH_CM_CS_AMPLIFER_BEST_CODE,%,-10,10,,NULL,NULL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL,NULL,33.333333,-2.857143,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.500000,0.000000,966.666667,50.000000,0.000000,6.060606,33.333333,
HIGH_CM_CS_AMPLIFER_BEST,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.285626,1.010672,0.162836,1.283746,1.225182,-0.733420,-0.755023,-0.691330,0.025113,-0.647814,-0.351295,-0.068429,1.080809,-0.971418,-1.192398,0.832864,-0.526968,0.596397,-0.081118,
HIGH_CM_CS_AMPLIFER_STEPS,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.260789,-0.596359,-1.074206,-0.198174,-0.369938,-0.732971,-0.858473,-0.705937,0.005497,-0.637246,-0.419989,-0.084160,-0.643249,-0.940476,3.872021,-0.827034,-0.680921,4.003454,-1.562500,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS2,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.305717,-0.580785,-1.030594,-0.207027,-0.357782,-0.733420,-0.803476,-0.758353,0.000000,-0.610185,-0.348265,-0.029596,-0.688138,-0.909038,3.919049,-0.656302,-0.623199,4.001457,-1.532123,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS3,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.258818,-0.596651,-0.866352,-0.273670,-0.307866,-0.691174,-0.774012,-0.797394,0.080244,-0.493182,-0.414054,-0.023272,-0.537709,-0.868005,3.996969,-0.645000,-0.573009,3.952947,-1.456618,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS4,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.320228,-0.707307,-0.920649,-0.132070,-0.303218,-0.693022,-0.738859,-0.670360,0.052776,-0.673362,-0.309218,-0.085975,-0.596176,-0.787402,3.893926,-0.721376,-0.550518,3.962841,-1.453887,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS5,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.251948,-0.618994,-0.978268,-0.141788,-0.268358,-0.658988,-0.779250,-0.744308,0.046836,-0.400587,-0.403226,-0.084770,-0.538322,-0.786384,3.911815,-0.715282,-0.525002,3.976778,-1.415995,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS6,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.167504,-0.575247,-0.907375,-0.268052,-0.228393,-0.666940,-0.784358,-0.669727,-0.005136,-0.389083,-0.403524,-0.077994,-0.699993,-0.797961,3.965663,-0.681044,-0.485345,3.956773,-1.336168,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS7,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.204778,-0.652996,-0.923040,-0.066134,-0.242446,-0.714409,-0.795141,-0.617909,-0.045563,-0.488689,-0.353218,-0.016455,-0.637233,-0.776720,3.962870,-0.658785,-0.526968,3.907218,-1.344568,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS8,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.196375,-0.514415,-0.943841,-0.168368,-0.256485,-0.732455,-0.707714,-0.551963,0.020005,-0.325098,-0.392591,-0.005407,-0.696797,-0.722840,3.887815,-0.654997,-0.537437,4.051279,-1.384797,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS9,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.254354,-0.595768,-0.871688,-0.229566,-0.256879,-0.671178,-0.782674,-0.617060,-0.004937,-0.345708,-0.369927,-0.079694,-0.634661,-0.753396,3.961024,-0.752222,-0.520086,3.966083,-1.437848,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS10,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.152880,-0.461564,-0.932601,-0.226471,-0.152113,-0.722161,-0.750291,-0.675226,0.024381,-0.330552,-0.284839,-0.047175,-0.666914,-0.748534,4.089410,-0.646685,-0.500707,3.943890,-1.316241,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS11,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.199096,-0.563411,-0.895977,-0.207771,-0.227424,-0.679680,-0.797872,-0.595659,0.043305,-0.513139,-0.376398,-0.030989,-0.615141,-0.631176,4.087346,-0.592929,-0.527903,4.064911,-1.330327,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS12,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.217749,-0.422890,-0.822588,-0.220411,-0.186128,-0.702564,-0.735332,-0.613099,-0.038032,-0.419953,-0.335166,-0.106952,-0.640949,-0.709836,4.074872,-0.628621,-0.514786,4.046819,-1.290682,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS13,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.157571,-0.521657,-0.901545,-0.233266,-0.210731,-0.650690,-0.655321,-0.645829,-0.079801,-0.308720,-0.352094,-0.065422,-0.583795,-0.629659,4.046748,-0.592640,-0.498160,4.052722,-1.357814,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS14,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.129668,-0.514553,-0.883469,-0.205257,-0.149254,-0.642331,-0.676760,-0.642774,0.000000,-0.444533,-0.214779,0.049704,-0.632654,-0.562441,4.092085,-0.627526,-0.457768,4.049764,-1.351205,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS15,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.127890,-0.549422,-0.817133,-0.148295,-0.231275,-0.634086,-0.633601,-0.634524,-0.004584,-0.489130,-0.353678,-0.024480,-0.601099,-0.629426,4.007856,-0.566186,-0.517023,4.094926,-1.327055,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS16,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.126307,-0.542404,-0.905501,-0.258499,-0.280199,-0.661477,-0.630160,-0.650522,-0.054363,-0.351271,-0.339440,0.004835,-0.535966,-0.602088,3.949712,-0.533181,-0.461430,4.164173,-1.278664,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS17,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.169678,-0.562693,-0.863228,-0.255569,-0.234850,-0.610183,-0.617582,-0.566506,0.004479,-0.409067,-0.304833,-0.033469,-0.594709,-0.659782,4.034970,-0.598649,-0.361529,4.045252,-1.191895,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS18,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.167578,-0.516402,-0.851389,-0.257241,-0.262136,-0.651691,-0.623661,-0.509189,0.079759,-0.195071,-0.238280,0.028343,-0.553394,-0.661376,4.003881,-0.566229,-0.409170,4.092888,-1.273983,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS19,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.121660,-0.515389,-0.739883,-0.206961,-0.203990,-0.565881,-0.621469,-0.566987,0.008756,-0.287424,-0.288212,0.013974,-0.519256,-0.584030,4.043710,-0.653139,-0.377729,4.062053,-1.212427,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS20,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.091342,-0.494788,-0.735185,-0.227833,-0.221076,-0.597418,-0.627353,-0.551412,0.008662,-0.223287,-0.308627,0.004604,-0.522499,-0.559124,4.043167,-0.497979,-0.419009,4.006599,-1.203195,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS21,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.123721,-0.469261,-0.797126,-0.184171,-0.233112,-0.495238,-0.537709,-0.608311,0.047099,-0.404858,-0.291573,-0.086458,-0.478494,-0.606669,4.064240,-0.602966,-0.334262,4.031731,-1.253702,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS22,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.164644,-0.454333,-0.719320,-0.159330,-0.192040,-0.512821,-0.576225,-0.606087,-0.029642,-0.313736,-0.306834,-0.067452,-0.523642,-0.554854,4.107456,-0.648571,-0.395099,4.138026,-1.292998,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS23,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.120812,-0.509330,-0.709662,-0.134904,-0.199052,-0.511390,-0.574480,-0.585946,0.062854,-0.270563,-0.257530,-0.035522,-0.456013,-0.593459,4.062230,-0.631079,-0.340707,4.126811,-1.195238,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS24,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.087288,-0.485259,-0.687008,-0.097843,-0.215487,-0.523729,-0.523467,-0.575260,0.000000,-0.325196,-0.286546,-0.013174,-0.445006,-0.573774,4.086185,-0.586194,-0.341364,4.091277,-1.205393,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS25,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.086270,-0.506604,-0.757859,-0.096567,-0.184315,-0.499002,-0.573681,-0.615727,-0.020500,-0.438231,-0.327486,0.012992,-0.448587,-0.496559,4.092527,-0.527460,-0.393078,4.094166,-1.259931,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS26,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.116796,-0.505367,-0.739645,-0.186502,-0.205067,-0.515788,-0.605877,-0.528966,-0.032473,-0.303385,-0.253086,-0.012850,-0.413203,-0.495540,4.053116,-0.594639,-0.388478,4.097244,-1.213897,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS27,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.066610,-0.460157,-0.753253,-0.145848,-0.148622,-0.527740,-0.633616,-0.581566,-0.024092,-0.356483,-0.232854,0.029615,-0.437615,-0.558635,4.102892,-0.542250,-0.383841,4.090593,-1.153440,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS28,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.065885,-0.437713,-0.753338,-0.144282,-0.133606,-0.574259,-0.647455,-0.587992,0.035795,-0.369568,-0.295537,-0.016734,-0.479916,-0.489534,4.189073,-0.505344,-0.407106,4.152517,-1.132436,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS29,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.034823,-0.402214,-0.720132,-0.109372,-0.136642,-0.451291,-0.653102,-0.570561,-0.023597,-0.391101,-0.297183,0.028992,-0.435916,-0.508821,4.140341,-0.587560,-0.353276,4.129241,-1.130580,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS30,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.030145,-0.367993,-0.711885,-0.195499,-0.108994,-0.574836,-0.620912,-0.528198,-0.011686,-0.204175,-0.251599,0.028689,-0.435190,-0.507656,4.192333,-0.520310,-0.358260,4.126316,-1.131907,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS31,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.034060,-0.435997,-0.686339,-0.148185,-0.168118,-0.484035,-0.627178,-0.474410,-0.065508,-0.128046,-0.236407,0.036455,-0.421179,-0.482499,4.132738,-0.591716,-0.385546,4.140459,-1.040060,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS32,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046361,-0.460752,-0.721227,-0.097744,-0.132230,-0.474750,-0.616008,-0.580817,-0.026727,-0.102195,-0.217319,0.028052,-0.379637,-0.481528,4.147545,-0.542874,-0.429850,4.083399,-1.098901,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS33,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.291817,-0.646782,-0.968507,-0.210172,-0.363589,-0.695147,-0.773554,-0.740398,-0.060420,-0.583994,-0.298362,-0.084165,-0.521059,-0.904762,3.891864,-0.937177,-0.619511,3.987408,-1.477800,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS34,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.290111,-0.682616,-0.965795,-0.219485,-0.369515,-0.700064,-0.780146,-0.856054,-0.022273,-0.707419,-0.253540,-0.158720,-0.516643,-0.924974,3.918183,-0.899422,-0.637384,4.061774,-1.527326,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS35,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.288536,-0.635373,-1.037472,-0.247908,-0.335931,-0.724496,-0.755023,-0.780598,-0.016960,-0.655557,-0.351295,-0.068429,-0.601097,-0.980993,3.766313,-0.889335,-0.641930,4.034472,-1.513514,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS36,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.403725,-0.625988,-1.050216,-0.339815,-0.321082,-0.816299,-0.761760,-0.744102,0.017192,-0.647814,-0.293106,-0.094805,-0.605457,-0.971418,3.742948,-0.897410,-0.638817,3.890041,-1.524516,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS37,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.304052,-0.705077,-1.092011,-0.357120,-0.368056,-0.890688,-0.831775,-0.704700,0.081490,-0.649760,-0.316394,-0.102676,-0.469741,-1.152263,3.787667,-0.934709,-0.726903,4.002106,-1.568272,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS38,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.423103,-0.689796,-1.083836,-0.401867,-0.438008,-0.789998,-0.774227,-0.691330,0.041342,-0.744497,-0.400052,-0.150072,-0.480038,-1.126779,3.633525,-1.055966,-0.740521,3.950981,-1.537372,
HIGH_CM_CS_AMPLIFER_ALL_RESULTS39,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.437607,-0.701584,-1.105579,-0.211305,-0.467963,-0.852432,-0.767025,-0.683674,0.072012,-0.553530,-0.373259,-0.139702,-0.611347,-1.150628,3.723828,-0.862193,-0.732739,3.957154,-1.609760,
