SITE_NUM,Unit,LimitL,LimitU,,No_21,No_22,No_23,No_24,No_25,No_26,No_27,No_28,No_29,No_30,No_31,No_32,No_33,No_34,No_35,No_36,No_37,No_38,No_39,No_21,No_22,No_23,No_24,No_25,No_26,No_27,No_28,No_29,No_30,No_31,No_32,No_33,No_34,No_35,No_36,No_37,No_38,No_39,
PART_ID,,,,,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,0Pre,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,1Post,
PASSFG,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,
SOFT_BIN,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,
T_TIME,ms,,,,25880,25840,25838,25907,25883,25813,25830,25872,25855,25837,25889,25898,25864,25838,25812,25836,25864,25898,25839,25528,25528,25528,25528,25528,25528,25528,25528,25529,25528,25529,25528,25528,25527,25528,25530,25528,25528,25529,
LOW_CM_CS_AMPLIFER_ALL_RESULTS45,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.124835,-0.393701,-0.694915,0.333499,-0.177434,0.299900,-0.827541,-0.222377,-0.362108,-0.317965,-0.561074,-0.843853,-0.451718,-0.972384,4.775894,-0.558833,-0.365127,3.889474,0.944048,
LOW_CM_CS_AMPLIFER_ALL_RESULTS46,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.097174,-0.461460,-0.589000,0.317667,-0.172655,0.135997,-0.777421,-0.345996,-0.374704,-0.195312,-0.545677,-0.912892,-0.400302,-1.120203,4.801097,-0.506289,-0.318278,3.998018,0.866714,
LOW_CM_CS_AMPLIFER_ALL_RESULTS47,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.205777,-0.419251,-0.609756,0.338136,-0.117529,0.286533,-0.854406,-0.259273,-0.353734,-0.164575,-0.568072,-0.987356,-0.445605,-1.094181,4.710526,-0.621971,-0.471370,3.892595,1.084962,
LOW_CM_CS_AMPLIFER_ALL_RESULTS48,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.186263,-0.348245,-0.650465,0.397033,-0.128469,0.257297,-0.951793,-0.219845,-0.305354,-0.195108,-0.650374,-0.960913,-0.423363,-1.159420,4.611520,-0.519074,-0.369758,3.794528,1.071777,
LOW_CM_CS_AMPLIFER_ALL_RESULTS49,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.134814,-0.442804,-0.582309,0.378408,-0.168485,0.257756,-1.022069,-0.209534,-0.318869,-0.262784,-0.565371,-0.991418,-0.394652,-1.126928,4.810009,-0.577299,-0.228013,3.750330,0.989605,
LOW_CM_CS_AMPLIFER_ALL_RESULTS50,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.274881,-0.443020,-0.699962,0.275222,-0.307581,0.292425,-1.073279,-0.167683,-0.275171,-0.223940,-0.661567,-1.038375,-0.329137,-1.257262,4.846066,-0.581042,-0.348086,3.752918,1.016949,
LOW_CM_CS_AMPLIFER_ALL_RESULTS51,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.231023,-0.473979,-0.733874,0.409310,-0.194426,0.289240,-0.938656,-0.132234,-0.301183,-0.338584,-0.435290,-0.914540,-0.376948,-1.160422,4.702561,-0.603265,-0.398474,3.772543,1.109859,
LOW_CM_CS_AMPLIFER_ALL_RESULTS52,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.277871,-0.435600,-0.731949,0.384930,-0.293255,0.246840,-0.883924,-0.126843,-0.379507,-0.277237,-0.305210,-0.961689,-0.334391,-1.261686,4.828551,-0.517148,-0.362945,3.674121,1.148714,
LOW_CM_CS_AMPLIFER_ALL_RESULTS53,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.301802,-0.475949,-0.684022,0.417014,-0.299199,0.141858,-0.978825,-0.243210,-0.295858,-0.099169,-0.303644,-0.940239,-0.367358,-1.259681,4.701683,-0.631559,-0.441228,3.618516,1.202532,
LOW_CM_CS_AMPLIFER_ALL_RESULTS54,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035152,-0.425620,-0.503039,0.348906,-0.374716,0.218273,-0.943106,-0.165303,-0.294029,-0.356755,-0.496135,-0.877407,-0.393560,-1.312261,4.817380,-0.503611,-0.449964,3.719374,1.209603,
LOW_CM_CS_AMPLIFER_ALL_RESULTS55,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.116980,-0.554726,-0.728597,0.408873,-0.131632,0.373055,-0.936349,-0.152194,-0.291568,-0.324855,-0.415875,-0.979334,-0.347159,-1.334380,4.777826,-0.556152,-0.277008,3.679741,1.267139,
LOW_CM_CS_AMPLIFER_ALL_RESULTS56,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055132,-0.503668,-0.661303,0.444682,-0.434963,0.449217,-0.670415,-0.120752,-0.250332,-0.258085,-0.525544,-0.872364,-0.318203,-1.420369,4.793609,-0.499900,-0.442895,3.804797,1.255311,
LOW_CM_CS_AMPLIFER_ALL_RESULTS57,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.646478,-0.528311,0.411372,-0.290167,0.385007,-0.678758,-0.035445,-0.240211,-0.289855,-0.454144,-0.924876,-0.315006,-1.481405,4.999421,-0.566310,-0.360273,3.750536,1.416964,
LOW_CM_CS_AMPLIFER_ALL_RESULTS58,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.145222,-0.582819,-0.650118,0.515029,-0.209505,0.431185,-0.824270,-0.262088,-0.114501,-0.270293,-0.312826,-1.032488,-0.234995,-1.460087,5.119943,-0.696864,-0.378185,3.879121,1.490419,
LOW_CM_CS_AMPLIFER_ALL_RESULTS59,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.208457,-0.565244,-0.739484,0.421537,-0.510088,0.310930,-0.695427,-0.287064,-0.116735,-0.354303,-0.309181,-0.885926,-0.350140,-1.487639,4.996923,-0.467493,-0.368023,3.629169,1.436303,
LOW_CM_CS_AMPLIFER_ALL_RESULTS60,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.091556,-0.718533,-0.713035,0.421486,-0.419287,0.506360,-0.861337,-0.284010,-0.255167,-0.105914,-0.513960,-1.071861,-0.113180,-1.523014,4.869676,-0.446977,-0.272137,3.764815,1.577825,
LOW_CM_CS_AMPLIFER_ALL_RESULTS61,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.178104,-0.522759,-0.495631,0.390977,-0.381725,0.612401,-0.755858,-0.340765,-0.216095,-0.368639,-0.231314,-1.047519,-0.158061,-1.575263,5.150327,-0.482981,-0.290167,3.589375,1.622985,
LOW_CM_CS_AMPLIFER_ALL_RESULTS62,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.096546,-0.355638,-0.752992,0.514086,-0.502451,0.407841,-0.780031,-0.179677,-0.114902,-0.449706,-0.509058,-1.042275,-0.346545,-1.591896,5.145565,-0.331243,-0.428996,3.763838,1.776279,
LOW_CM_CS_AMPLIFER_ALL_RESULTS63,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.320442,-0.531697,-0.471829,0.506650,-0.190090,0.598151,-1.005362,-0.174287,-0.189445,-0.385338,-0.403789,-0.941035,-0.266519,-1.711310,5.130362,-0.695546,-0.498810,3.726787,1.947149,
LOW_CM_CS_AMPLIFER_ALL_RESULTS64,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.328612,-0.521127,-0.416786,0.542005,-0.417428,0.562351,-0.735294,-0.073560,-0.230478,-0.384986,-0.419287,-1.024590,-0.240082,-2.014112,5.330615,-0.465995,-0.291036,3.705158,2.107394,
ISLOPE_TARGET,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
ISLOPE_BEST_CODE,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,
ISLOPE_BEST,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.619195,-1.189296,-1.006036,-2.403846,-0.200803,-0.932836,-1.986755,-1.048618,-0.194742,-0.504032,-1.375246,14.117647,-0.491159,-0.584795,-4.716981,-1.730769,-0.675024,11.935484,-0.980392,
ISLOPE_STEPS,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
ISLOPE_ALL_RESULTS,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.650289,-1.167582,-0.842105,-2.514891,-0.491573,-0.830189,-2.337858,-0.842266,-0.157356,-0.635145,-1.226994,-1.101750,-0.947306,-0.953678,-4.894180,-1.757945,-0.539811,-4.080119,-0.757576,
ISLOPE_ALL_RESULTS2,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.662691,-1.137081,-0.899743,-2.373707,-0.512821,-0.895934,-2.282158,-0.836820,-0.072202,-0.515796,-1.306783,-1.300236,-0.977729,-0.745805,-5.120482,-1.780233,-0.247525,-4.141208,-0.877743,
ISLOPE_ALL_RESULTS3,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300300,-0.858124,-1.050788,-2.585259,-0.640279,-0.877193,-2.206810,-0.698413,-0.325733,-0.645540,-1.362089,-1.128426,-0.981354,-0.736127,-5.185590,-1.911186,-0.336889,-4.110429,-0.795455,
ISLOPE_ALL_RESULTS4,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.223464,-1.011176,-0.923411,-2.612705,-0.593952,-0.987224,-2.339181,-0.470312,-0.423472,-0.598151,-1.263158,-1.192843,-0.776965,-0.941423,-4.863222,-1.869159,-0.416667,-4.050200,-0.789058,
ISLOPE_ALL_RESULTS5,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.118906,-1.363636,-0.811124,-2.307692,-0.232558,-0.750000,-2.631579,-0.645995,-0.910273,-0.583431,-1.142857,-1.497326,-0.491159,-0.792752,-4.798255,-2.011173,-0.777778,-3.855721,-0.684151,
ISLOPE_ALL_RESULTS6,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.619195,-1.189296,-1.006036,-2.403846,-0.200803,-0.649351,-2.285092,-1.103753,-0.566251,-0.504032,-1.375246,-1.295097,-1.106383,-0.584795,-4.716981,-1.730769,-0.675024,-4.408602,-0.980392,
ISLOPE_ALL_RESULTS7,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.442870,-1.105442,-0.783972,-2.549342,-0.606061,-0.932836,-1.986755,-1.048618,-0.194742,-0.613497,-1.362862,-1.198083,-0.948213,-0.593220,-5.028386,-1.847187,-0.167084,-4.319853,-1.010101,
ISLOPE_ALL_RESULTS8,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.319744,-0.844206,-1.091193,-2.590674,-0.543057,-1.001669,-2.118644,-0.680851,-0.349040,-0.468750,-1.369863,-1.497860,-0.722733,-0.603774,-5.003626,-1.938852,-0.448766,-4.214876,-0.902935,
RESNES_RESISTANCE_TARGET,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
RESNES_RESISTANCE_BEST_CODE,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.692308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
RESNES_RESISTANCE_BEST,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.051742,1.131679,-0.353850,3.467386,-0.404884,0.219131,1.388602,-0.171407,1.077781,-0.120978,-0.356975,0.680932,1.054485,-0.597610,0.318610,-0.375042,1.335727,-0.910686,0.786531,
RESNES_RESISTANCE_STEPS,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
RESNES_RESISTANCE_ALL_RESULTS,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.081872,1.105656,-0.420892,-1.361723,-0.257506,0.136700,1.289183,-0.044784,0.972883,-0.073460,-0.423928,0.770501,1.150223,-0.767809,0.170992,-0.483110,1.340956,-0.817784,0.811869,
RESNES_RESISTANCE_ALL_RESULTS2,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.060391,1.097880,-0.422429,-1.346078,-0.249322,0.182448,1.320228,-0.106556,1.033208,-0.329239,-0.524107,0.745752,1.119645,-0.756120,0.133183,-0.418162,1.290976,-0.736461,0.790915,
RESNES_RESISTANCE_ALL_RESULTS3,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.082716,1.138517,-0.452089,-1.337096,-0.420975,0.140440,1.285694,-0.064763,1.092496,-0.198444,-0.507632,0.708486,1.103753,-0.622852,0.200053,-0.467689,1.279348,-0.849894,0.799461,
RESNES_RESISTANCE_ALL_RESULTS4,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.038992,1.211088,-0.369538,-1.318080,-0.395485,0.125099,1.357818,-0.086670,1.054373,-0.219754,-0.352489,0.726351,1.055015,-0.689134,0.162321,-0.385862,1.327320,-0.653606,0.713639,
RESNES_RESISTANCE_ALL_RESULTS5,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.134081,1.162095,-0.481085,-1.309240,-0.378515,0.068489,1.347647,-0.030105,1.035778,0.027553,-0.369307,0.733939,1.178518,-0.825722,0.143608,-0.389208,1.302255,-0.731361,0.760375,
RESNES_RESISTANCE_ALL_RESULTS6,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.083745,1.130452,-0.438047,-1.313002,-0.421173,0.151329,1.366904,-0.058190,1.063813,-0.029739,-0.488883,0.772201,1.025452,-0.809964,0.099270,-0.316714,1.363492,-0.722304,0.686164,
RESNES_RESISTANCE_ALL_RESULTS7,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.175666,1.095797,-0.386687,-1.258990,-0.327768,0.233235,1.407549,0.071918,1.106037,-0.142138,-0.423199,0.816899,1.128012,-0.733067,0.083804,-0.364986,1.380075,-0.782057,0.766555,
RESNES_RESISTANCE_ALL_RESULTS8,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.144970,1.178770,-0.424944,-1.341515,-0.390028,0.171205,1.377101,0.019676,1.054230,0.016125,-0.345567,0.734470,1.113526,-0.740458,0.053099,-0.319025,1.289736,-0.850556,0.809928,
RESNES_RESISTANCE_ALL_RESULTS9,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.098876,1.157447,-0.406227,-1.319502,-0.368596,0.228684,1.413457,-0.069444,1.055872,-0.067193,-0.340051,0.715755,1.093553,-0.675335,0.129826,-0.354671,1.362716,-0.824419,0.889979,
RESNES_RESISTANCE_ALL_RESULTS10,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.135776,1.278890,-0.412647,-1.286299,-0.358145,0.154296,1.423402,-0.065468,1.137104,-0.095039,-0.406952,0.698298,1.068538,-0.650020,0.188996,-0.232075,1.431377,-0.787804,0.774194,
RESNES_RESISTANCE_ALL_RESULTS11,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.108209,1.195903,-0.326739,-1.270131,-0.247587,0.249063,1.391125,-0.007739,1.089213,-0.192140,-0.221156,0.798875,1.117604,-0.689345,0.140849,-0.303517,1.387089,-0.780257,0.817944,
RESNES_RESISTANCE_ALL_RESULTS12,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.107481,1.158442,-0.370006,-1.259334,-0.316532,0.243408,1.337817,-0.141764,1.143163,-0.213083,-0.372229,0.875018,1.050339,-0.684591,0.155098,-0.374794,1.383699,-0.733184,0.776203,
RESNES_RESISTANCE_ALL_RESULTS13,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022736,1.208131,-0.360953,-1.288987,-0.394392,0.231455,1.347367,-0.032547,1.142487,-0.231872,-0.416723,0.807055,1.022382,-0.680686,0.258991,-0.333709,1.338897,-0.745515,0.823300,
RESNES_RESISTANCE_ALL_RESULTS14,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017339,1.116814,-0.342100,-1.189061,-0.250283,0.279203,1.266616,-0.050999,1.087172,-0.173790,-0.324939,0.767269,1.044845,-0.707329,0.292398,-0.337823,1.366210,-0.787281,0.795437,
RESNES_RESISTANCE_ALL_RESULTS15,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.051742,1.131679,-0.353850,-1.244351,-0.404884,0.219131,1.388602,-0.171407,1.077781,-0.120978,-0.356975,0.680932,1.054485,-0.597610,0.318610,-0.375042,1.335727,-0.910686,0.786531,
RESNES_RESISTANCE_ALL_RESULTS16,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.108932,1.143847,-0.454174,-1.272576,-0.352057,0.300883,1.377563,-0.089201,1.135424,-0.341183,-0.374949,0.744765,1.060135,-0.666627,0.320900,-0.357215,1.413237,-0.977414,0.793143,
OSC_FREQ_TARGET,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
OSC_FREQ_BEST_CODE,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.142857,0.000000,NULL,0.000000,
OSC_FREQ_BEST,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.276352,0.773931,-0.162999,-0.717703,0.369307,-0.277447,-0.079713,-4.007859,0.281124,0.591483,-0.118671,0.398565,0.197863,0.529101,0.327332,4.207516,0.199124,-2.641956,0.118530,
OSC_FREQ_STEPS,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
OSC_FREQ_ALL_RESULTS,%,-10,10,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.188679,0.260611,-0.485981,-0.076834,-0.074627,0.605602,-0.228746,0.112233,0.153257,0.564546,0.271003,0.038110,0.113037,0.311284,0.600375,-0.448766,0.305227,0.157729,0.265554,
