LimitL,,,,,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,
LimitU,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,TRUE,1,1438,64,0.001956947,0.004106776,0.003565062,0.003521127,0.0015625,0.002304147,,-0.029394474,,,,,28,,0.533333333,,0,-0.002984518,-0.005773672,0.000317612,6.01E-05,0.027272727,0.0025,-0.002854628,-0.002839875,-0.43569662,9.02E-05,,,,0.000120225,0.155632726,6.01E-05,-9.03E-05,0,0,3.333333333,-0.000377986,0.033108255,0.007769145,-0.285714286,-0.001087064,-0.005420206,-0.004665889,0,-0.007170795,-0.001246883,,-0.03280543,,,-0.6,,7.3,,1.538461538,,-0.018796992,0.001964637,0.004132231,0.003584229,0.001766784,0.003139717,0.002309469,
1,28,TRUE,1,1438,64,0.001964637,0.006185567,0.003571429,0.005291005,0.004702194,0.002298851,,-0.031528852,,,-1,,13,,-0.058823529,,0.031746032,0.208166889,0.001226994,0.000159732,3.03E-05,0.028301887,0.002506266,-0.003361085,-0.003079433,5.758354756,-3.03E-05,,,,6.06E-05,-0.145536611,-3.03E-05,0.000303416,0.00173913,0,6,-0.001783738,0.092147956,0.009129968,-0.076923077,-0.000855798,-0.005393561,0.027354571,0,-0.144312241,-0.007884363,,-0.031746032,,,-1.428571429,,13,,-0.115384615,,-0.029962547,0.003944773,0.006224066,0.003584229,0.003539823,0.003144654,0.002304147,
1,29,TRUE,1,1438,64,0.003921569,0.00617284,0.003571429,0.003521127,0.003125,0.002304147,,0.001793186,,,-0.7,,9.5,,0.111111111,,-0.003773585,-0.000184417,-0.001158749,0.000158416,5.99E-05,0.027272727,0,-0.004123711,-0.003962672,1.652678571,-5.99E-05,,,,0,0.215383677,0.000359475,0.00014993,0.017361111,0.000841043,-11,0.000161729,-0.020943516,-0.002214839,0,-0.00040347,-0.000111726,0.016594641,0,-0.010328124,0.00248139,,0.0268757,,,3.333333333,,0.307692308,,0.153846154,,0.018867925,0.003937008,0.004140787,0.001792115,0.003539823,0.003139717,0.002309469,
1,30,TRUE,1,1438,64,0.003921569,0.004115226,0.003571429,0.005291005,0.00312989,0.002309469,,0.179291174,,,1.2,,-0.461538462,,0.833333333,,0.034749035,-0.050597461,-0.002325581,7.93E-05,0.000180137,0.018348624,0,-0.002717406,-0.003702623,-6.655647383,0.000300237,,,,9.01E-05,0.064925117,0.000180164,6.01E-05,0,0,-0.043478261,-2.16E-05,0.046944198,-0.00280112,0.142857143,-0.000787557,0,-0.002364865,0,-0.008295274,-0.002496879,,0.01748449,,,-1.142857143,,-0.5,,0.6,,0.02734375,0.003937008,0.004140787,0.003584229,0.003539823,0.003144654,0,
1,31,TRUE,1,1438,64,-1,0.006185567,0.003571429,0.005291005,0.003134796,0.002320186,,-1,,,-1,,-1,,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,-1,,-1,,-1,-1,-1,-1,-1,-1,-1,
1,32,TRUE,1,1438,64,0.003921569,0.004115226,0.005357143,0.003521127,0.004694836,0.002309469,,-0.0215311,,,-1.272727273,,1,,0.333333333,,-0.022140221,0.038682497,-0.002306805,7.89E-05,0.000179099,0.018348624,0,-0.003040707,-0.003542043,-11.49432535,0.000268641,,,,0,-0.511024738,-2.99E-05,0.00056791,0,0,-0.058823529,0.000225836,0.154127257,-0.002826456,0.307692308,-0.001145118,0.005360733,-0.001890034,0,0.073616131,0,,-0.028099174,,,0.5,,0.555555556,,0.421052632,,0.042635659,0.003937008,0.006224066,0.003584229,0.003539823,0.003139717,0.002314815,
1,33,TRUE,1,1438,64,0.003921569,0.006185567,0.005357143,0.003521127,0.003134796,0.002314815,,0.178033022,,,1,,0.666666667,,0.642857143,,0.034351145,0.073986582,-0.004602992,0,0.000181499,0.018348624,0,-0.002799126,-0.002590499,3.638297872,6.05E-05,,,,3.02E-05,-0.143838082,3.03E-05,0.000181708,0,-0.0075,0.888888889,0.000753466,-0.030988275,-0.002262443,0.153846154,0.000199402,-0.000111732,0.003279254,0,0.002924528,-0.001239157,,-0.054068522,,,1.666666667,,-6,,0.333333333,,0.022988506,0.003937008,0.006224066,0.003584229,0.003539823,0.003144654,0,
1,34,TRUE,1,1438,64,0.001960784,0.004115226,0.003571429,0.003521127,0.00312989,0.002331002,,-0.048722519,,,7,,9,,2.555555556,,0.034090909,0.008382782,0.004645761,0.000158228,-6.00E-05,0.018348624,0.002469136,-0.002902286,-0.00426204,-2.153509664,-0.000269776,,,,0.000359809,0.058999813,0.00023988,0.000180142,-0.001703578,0,0,1.08E-05,0.190222222,0.007332205,-0.142857143,-0.000296033,-0.011112963,-0.01128784,0,-0.02177875,-0.003731343,,-0.019354839,,,1.5,,4.733333333,,0.047619048,,-0.044609665,0.003937008,0.004149378,0.003584229,0.003539823,0.003144654,0.002336449,
1,35,TRUE,1,1438,64,0.003921569,0.004115226,0.005357143,0.003521127,0.003134796,0.002331002,,-0.058425584,,,-0.375,,0.25,,1.2,,0.011278195,-0.051393893,-0.003444317,7.97E-05,0.000150953,0.027522936,0,-0.004299029,-0.003833612,-6.808481532,0.000120755,,,,-3.02E-05,-0.265547296,-0.000332075,0,0.015625,0,1.5,0.000237376,-0.006634233,-0.002263724,0,-0.971228852,-1,-1,-1,-1,-1,,-1,,,-1,,-1,,-1,,-1,-1,-1,-1,-1,-1,-1,
1,36,TRUE,1,1438,64,0.003913894,0.004106776,0.001782531,0.003521127,0.003134796,0.002325581,,-0.027712264,,,-0.266666667,,,,1.142857143,,-0.014440433,-0.026292255,0,0.00023768,5.99E-05,0.017857143,0,-0.003440127,-0.002483005,-2.710659898,8.99E-05,,,,0.000209794,0.263056215,-0.000149871,-0.000420029,0,-0.000847458,-0.111111111,-0.000687632,-0.018784297,-0.001125492,0.066666667,-0.000796416,0.000111763,-0.000517598,0,-0.023830855,0,,0.040734366,,,1,,0,,0.1875,,-0.028985507,0.001960784,0.004132231,0.003584229,0.003539823,0.003149606,0.002331002,
1,37,TRUE,1,1438,64,0.001956947,0.00617284,0.003571429,0.003521127,0.003134796,0.002314815,,0.031539889,,,-0.090909091,,1.2,,0.833333333,,-0.025641026,0.157511861,0.004571429,0.000158491,0.000119421,0.017391304,0,-0.003246089,-0.002952326,-1.201512696,2.99E-05,,,,8.96E-05,-0.13075223,0.000149298,0.000358862,0.019130435,0.00762066,-0.142857143,-0.000215031,0.015810277,-0.002788622,0.076923077,-0.001053852,-0.000279314,-0.010571185,0,-0.184841783,-0.002442002,,-0.03813797,,,-1.125,,2.666666667,,0.214285714,,0,0.001964637,0.004140787,0.003584229,0.003539823,0.003144654,0.002320186,
1,38,TRUE,1,1438,64,0.003921569,0.00617284,0.003571429,0.005291005,0.003125,0.002298851,,-0.031671554,,,1,,82,,0.125,,0,-0.014825862,-0.003432494,0.000238949,6.00E-05,0.026315789,0.002403846,-0.004982009,-0.004084043,-0.963109354,-6.00E-05,,,,0.000149925,0.015178208,0.000359831,0.000360231,-0.001706485,0,2.5,-0.001282466,-0.067586767,0.010485651,0.153846154,-0.000578258,-0.010949721,-0.002877454,0,-0.01167691,-0.001228501,,0.055681818,,,0.222222222,,18.5,,0.571428571,,-0.007194245,0.003937008,0.006224066,0.005385996,0.003539823,0.003134796,0.002304147,
1,39,TRUE,1,1438,64,0.001956947,0.004115226,0.001782531,0.003521127,0.001564945,0,,0.022342995,,,0,,-0.375,,1.8,,0,-0.01372872,-0.005656109,0.000238436,3.00E-05,0.017699115,0,0.006452753,-0.002483629,-1.213068681,-9.01E-05,,,,0.000120098,-0.377015121,-0.000120088,0.000451033,0,-0.000840336,-0.611111111,-0.001616066,-0.080353387,0.016421291,0.230769231,-0.0004995,-0.010947485,-0.000847889,0,0.007457877,-0.006075334,,-0.461754781,,,1.5,,0.25,,2.142857143,,0.03649635,0.001964637,0.002070393,0.001792115,0.003539823,0.001572327,0.002331002,
